<title>對庭梅 五言絶句</title>,<text>畵梅雖盡妙。不似活梅眞。一點生生意。猶含陋巷春。</text>
<title>寄約朋上人</title>,<text>叢林自是好人多。物外逍遙鳥簡柯。能與水雲無定處。肯同流俗逐風波。一身泡幻惟知寂。萬事昇沉不管他。朋自遠來如有約。相逢吾亦一頭陀。</text>
<title>李戚行之初度日。栗洞孫翁亦來。共話老懷偶吟。</title>,<text>年年此日會親朋。爲是仙籌海屋增。君近七十猶有待。吾多六歲更難憑。老來每喜常連榻。倦後還甘與曲肱。復有栗翁同在座。一塲談笑對孤燈。</text>
<title>次南鵬路</title>,<text>淸溪雪月照心肝。默爾無言翫世間。梅綻陰崖呈媚態。氷消石澗走鳴灘。卧欹孤枕閒占夢。坐擁單衣獨耐寒。堪笑此翁心死久。蹣跚老脚路愈難。</text>
<title>挽崔丈錫信</title>,<text>於書八法獨精裁。一洗浮雲變化來。草聖得傳張旭手。楷眞能奪永和胎。家家障壁龍蛇走。處處縑緗劒戟開。嶺海千秋遺墨在。後人猶記月城崔。</text>
<title>以邑志事留營繕。與權君爾麟，李注書時逸及鄭君勖宣同苦。凡例監董。皆付諸君。吾以眼昏退坐。如簀上僵屍。戱作一詩。</title>,<text>精神耗鑠眼昏昏。邑誌那堪與有論。釐正工夫諸友在。撰修文字注書存。樓亭大抵依舊筆。人物元來達九閽。可笑此翁何所事。坐糜公廩默無言。營房淹滯浹旬餘。監董編修邑誌書。表出忠貞看贈職。褒揚孝烈在旌閭。孤燈耿耿明心際。陰雨沉沉理事初。賴有諸君同撿飭。此翁無事自恬如。</text>
<title>食杏實</title>,<text>花開曾愛錦屛迴。實熟復憐金顆堆。珍讓楊州苞裡橘。貴慚傳說鼎中梅。林間不許虎收去。籬下任從兒拾來。詩客罷眠喉正渴。主翁勸嚼當春杯。</text>
<title>贈宗人</title>,<text>雲日爲人斂景遲。一樽沙渚若相期。江魚入網銀鱗美。岸樹經霜錦葉奇。諸友深情憐共老。同宗厚誼荷偏知。韋家花樹依然在。魂夢應勞別後思。</text>
<title>挽李丈益中</title>,<text>早許高風是我師。更從贒弟托心期。峩洋絃絶昔年痛。杖屨塵生今日悲。長夜歸旌相送處。夕陽行路獨吟詩。悠悠此意人誰識。莫怪樊川索酒巵。</text>
<title>孫爾和贈白扇一柄。以詩酬之。</title>,<text>盾日爍朱夏。炎威同酷吏。道暍得休息。惡木陰垂地。踽踽獨無歸。洪爐何所避。幸逢陸脩靜。贈以白鷺趐。欣然一揮手。颯爽淸風至。忽忘三伏熱。快哉蘭臺比。愛翫常在握。沉吟復長喟。凉飆動衫袖。會當歸篋笥。雖得一時歡。恩情中道棄。世態在炎凉。滔滔逐名利。蕭朱不相保。張陳前後異。所以君子人。窮道不易志。我旣識此義。詎忘膠㓒意。千古左伯桃。餓死無所愧。作詩寄情人。庶知風之自。</text>
<title>生民歎 乙丑秋。風水之灾。振古所無。故感傷而作此詩。</title>,<text>生民有何罪。皇天降此割。一年半雷雨。百川皆蕩潏。山陵入懷襄。田野何須說。狂瀾駕村閻。釜甑生魚鼈。屋舍多漂渰。人民被沉沒。湯湯洪水害。比此誰慘怛。水患旣如此。風伯又酷烈。初驚山岳頹。復疑乾坤裂。巖石亦崩倒。大木俱摧拔。藩籬廓捲撤。棟樑隨傾折。男女並露處。恐遭壓死蠥。猶且或不免。非命哀夭札。死者則已矣。生者何以活。土地盡翻覆。禾稼無餘秸。或爲水漂去。或被風抹摋。或成沙礫塲。或如葅虀汩。田形無復尋。變化眞怳惚。或陷而爲潭。淵泓不可越。或决而爲川。流波空湓溢。持鎌將何往。糊口終無術。餓死不足惜。官債焉辦出。逋欠固難免。岸獄那得脫。但恨一死遲。縷命猶未絶。往在辛亥歲。所遭只旱魃。或時霑霡霂。粟黍皆茂茁。稻田有水處。亦得收什一。聖朝寬征賦。仁侯勤撫恤。猶多死亡者。愁歎滿家室。矧今風水灾。古來無比轍。一之謂已甚。再三愈暴疾。自從正月來。民力久疲薾。畚鍤困城築。耕種違時節。呼號滿衢路。春風變栗洌。黑蜧乘其時。吐氣恣猖獗。淋淋自夏初。民間已憫切。牟麥不時穫。太半水沉失。餘存咸腐黑。蒸欝生菌蘖。捃拾納官倉。甁甖先罄竭。夏糴猶有欠。春稅亦未畢。有牛賣其牛。無牛鬻田垈。田又價不售。無處可貸乞。憂苦有不堪。或至以自决。官糶未及俵。粥飮難繼日。執瓢多散四。老弱共提挈。安土重遷者。草葉爭採掇。人人泣相視。行路皆蹙頞。何况此變恠。正當秋成月。一境盡漂蕩。五糓俱無實。黍菽種不多。淫雨失播厥。種者又被灾。殼存實則蔑。水綿最忌水。根莖先縮閼。泥潦不少乾。耘治功亦闕。荒廢處處是。靑囊無一結。哀哀我民生。無食又無褐。原濕水破割。烏昧何地掘。㐫飈掣宇宙。山亦無橡栗。果苽皆不熟。充飢更何物。縱有周利者。我躬猶不閱。涸轍號呼處。誰復資濡沫。秋初尙艱食。冬春應徹骨。顧此老措大。早從縫掖列。穫落扶搖志。崢嶸頭上雪。桑楡迫暮日。値此天之扤。胸中五經笥。一字飢難齕。稀心一盂粥。分作朝晡啜。此粥恐不繼。掩卷歎咄咄。吾年五十九。在世無補綴。如今死無恨。不必憂惙惙。可憐兒小輩。忍使飢而卒。默思愁塡胸。欲吐還欝浡。餓鬼又兼愁。有愧前人哲。耿耿夜不寐。燃松坐蓬蓽。讀易究象數。消長相洄泬。奈何天一生。極備無終訖。洚水警帝堯。聖德非有缺。自是民無祿。誰㤪更誰喝。區區所仰望。惟待仁政發。分陝得賢伯。太守又才傑。乳哺恩可推。見溺心豈恝。賦稅必寬貸。力役應休輟。以此慰同病。徼幸無死滅。勉兒使讀書。忍飢以矻矻。朝聞夕死可。聖訓寧怠忽。倘得苟生活。箕裘宜可述。死生元有命。智力難施設。吾言豈誣忘。片片皆瀝血。閭閻艱苦狀。縷縷難可悉。聊綴蕪拙語。意蹙屢停筆。一唱而三嘆。蟋蟀助幽咽。</text>
<title>次申靑泉維翰出宰山水郡韻二篇</title>,<text>㟝嶁無松栢。遠近皆兀兀。何來大好山。突然海上出。元氣天地間。磅礴而磈磊。靑泉乃得之。文章奪玄宰。萬象困陵暴。變化勞心官。藹然爲春卉。崒然爲高山。聲名揜一時。氣岸橫萬里。淸濁不可量。汪汪千頃水。誰知謫仙人。翫世爲吏隱。猶恨天不寬。何况一小郡。仲翔踈骨節。屈原好奇服。公簿日日閒。道經時時讀。碣石虹高下。崆峒雲卷舒。噩夢眼前事。靈液腹中書。謷乎其議論。澹乎其形容。欲從何由得。落落如長松。明月思玄度。寥廓秋天霽。憔悴路傍蘭。寂寞山中桂。世無子期耳。誰彈伯牙琴。空使花溪水。東流響雞林。韓詩出宰山水郡。讀書松桂林一句爲韻。</text>
<title>慰子 燦兒年二十五始經痘。而失其兒。故作詩慰之。</title>,<text>人生於世間。禀命各不同。頑蠢免夭死。聰慧不壽終。童烏與玄文。九歲棄阿翁。倉舒有奇才。幼年歸幽宮。古今多此類。幾箇瘞明珠。好物不堅牢。此言誠不誣。琉璃易破碎。彩雲乍有無。何况駑馬廐。能養千里駒。父母愛子心。不論才不才。樂天年六十。曾哭三歲孩。東野晩得兒。數月輒夭摧。彼老尙如此。汝壯何足哀。延吳乃忘情。千載稱達人。子夏喪其明。反被曾氏嗔。死者不可生。徒悲更何爲。今年此變故。遠近多有之。毋論壯與幼。惡報不忍聞。譬如春草原。同遭烈火焚。幸汝獲天佑。得以全性命。永脫平生憂。此喜難比並。兒死汝勿悲。汝生是大慶。願汝自珍重。學業勤植培。前路無阻礙。遊刃得恢恢。聲名動四方。榮華滿衢街。振我門戶衰。慰汝老父懷。熊羆再入夢。去兒還復來。汝今尙未晩。不須興歎欸。丈夫有剛腸。寧作兒女態。况汝氣未完。尤當自保愛。死非吾鬼語。子羽豈欺我。吾今作此詩。滌汝煩惱火。</text>
<title>送李參奉彝卿還莊陵任所詩</title>,<text>寧越荒僻郡。舊無陵寢厝。但聞湖上人。抱弓號泣慕。空山子䂓啼。幾年哀㤪訴。聖王雪幽寃。白日照泉路。大位得追復。園陵成制度。備物以崇奉。列聖同禮數。封植五十年。欝欝松栢樹。君今作寢郞。匹馬催遠赴。直宿傍玄宮。瞻仰載敬懼。仙馭儼陟降。岳瀆共衛護。夙宵勤灑掃。曷不盡丹素。有旹躡芒屩。遊覽竆幽趣。春風草又綠。更値靑山暮。行殿生禾黍。太白來陰雨。凄凉巖花落。嗚咽江波住。復有六臣祠。寃氣猶欝怒。戶長亦何人。忠義同肺腑。觸目多感慨。俯仰屢洄沂。多少今古恨。收拾付佳句。詩文長一格。氣節進一步。賀得江山助。喜溢諸親故。顧余有所懷。爲君一言付。士生天地間。時世異遭遇。常恨禪代日。周旋事多誤。謹甫諸君子。不幸身顚仆。今逢聖明主。太平宜可鑄。彼歌採薇人。何如奏韶頀。願君勤學業。靑冥縱高騖。正當强仕年。才分有餘裕。地僻車馬稀。齋居少公務。養性書一床。存心香一炷。實地做工夫。毋負天所賦。德業得成就。蔚然幹世具。克追賢祖烈。以待聖意注。况君親在堂。奉檄爲反哺。祿薄非所歎。官卑非所惡。倘盡吾性分。隨處無抵捂。吾言豈是耄。片片肝膈吐。把酒聽驪駒。題詩濡霜兎。君其勉旃哉。勿忘吾所諭。</text>
<title>欵段賣後復借騎有感</title>,<text>汝本吾家物。勤苦我相似。千里同馳驅。再渡漢江水。一朝賣與人。而我反爲客。猶幸不遠去。時時借騎得。欣然若有知。昂首鳴長途。嗟汝亦老矣。同我感慨無。</text>
<title>元日偶題五言古詩一篇</title>,<text>昨日六十八。今日六十九。更加十一年。堪比磻溪叟。幸値太平日。時命不相遇。鷹揚世已遠。鵬摶風不厚。文章不直錢。窮巷空白首。知己無一人。負郭無數畞。朝食不盈腸。冬衣不掩肘。俯仰猶自樂。榮期是我友。萬事如浮雲。於我復何有。元日坐祗園。灑然離塵垢。緇徒走紛紛。拜年爭先後。逢人祝新慶。相賀萬福受。吾年亦已多。僧又來獻壽。吾亦笑受之。爾知吾意否。但恨蓮社凈。難得一樽酒。老衲來相慰。茶椀聊滌口。兀兀坐終日。反照入西牖。覔紙題一詩。金沙鳴琅玖。頹然睡一覺。夢裡羲皇后。</text>
<title>記夢 正晦夜夢。此後遭制廢吟。</title>,<text>邯鄲圍未解。㓒園遊自酣。得失無常理。是非無定談。浮雲聚還散。飛鳥北又南。春來草滿地。夜深月印潭。精魂忽怳悟。簷燕語喃喃。</text>
<title>謹次黃府尹 景源 盤龜韻 幷小序</title>,<text>山水。仁智者所樂也。故昔賢雖絆朱墨中。往往至幽絶處。嘯咏而歸。盖未能忘也。然得其眞趣者盖寡。如康樂之伐樹開逕。韋應物之鳴騶響谷。李義山之松間喝道者。亦多事矣。惟歐陽文忠公爲滁州太守。翛然獨往來。其遊石子澗詩曰使君厭騎從。車馬留山前。行歌招野叟。共步靑林間。可謂眞得山水之趣者也。我明府亦以暇日至盤龜亭。謝遣傔騶。獨留數日。吟賞自適。歐陽公風味。宛然復見。聞其有詩留賁山門。而老物病蟄僻居。恨未得奉翫。或有傳其韻者。謹以拙語賡之。以寓山仰之懷。勝地在絶境。巖壑異平野。山深幽鳥樂。洞僻居人寡。窈窕一亭在。左右寒泉瀉。芙蓉揷半空。意態秀而雅。奇觀森萬目。怳惚難取捨。自然淸且凈。何用煩掃灑。骨冷不成寐。夜坐燈欲灺。林下閴無人。此意誰知者。千載歐陽公。逍遙石澗下。衣濕翠嵐重。詩披白雲寫。不聞喝道聲。山前有車馬。</text>
<title>挽任正郞華世</title>,<text>嗚呼夢羲翁。新作夢羲堂。松篁擁左右。荷花滿前塘。高卧做幽夢。物外超倘佯。纔聞燕雀賀。忽見蝴蝶翔。鰲山冷寂寞。物色含凄凉。爾來十餘年。吾鄕運不昌。風悲影池樹。月吊沙里坊。梅湖人不見。山蒼水泱泱。碩果猶不食。惟公保餘香。天胡不憗遺。今也則又亡。後生將安倣。浩歎空望洋。</text>
<title>老鷹嘆</title>,<text>老鷹毛羽已凋殘。何年天上來人間。人間寄養得調馴。玉爪金眸意氣閒。平生自許何太高。耻隨美鬈與重環。發蹤指示未得力。綠水靑山空往還。獵無所獲腹長餓。不覺年來雙翮挫。鶉飛近郊亦難逐。兎走中原任經過。牧野雄揚不敢望。沔臺高歌復誰和。天邊心膽老架頭。宿計如今成坎軻。不如斥鷃離下飛。族居羣遊相與依。不如鴻鴈隨田野。任啄稻粱身自肥。却慙林中反哺烏。一心勤養恩不孤。又羡原頭雙鶺鴒。載飛載鳴同歡娛。爾獨胡爲遭厄窘。前生惡緣應未盡。營巢不能庇一身。生雛只得增煩憫。時時奮翼幽恨多。欲言不言心自嗟。鷹乎鷹乎可奈何。</text>
<title>爲小孫灦手寫古詩一卷。紙窘作細字。眼昏多暗畫。姑授之以資誦習。</title>,<text>老病百事皆不省。强作細書揮禿穎。信手胡寫任縱橫。兩目眵昏不分明。後畫時加前畫上。二字或爲一字㨾。老境何苦作此事。欲授兒孫時習肄。作字何爲細如許。爲是家貧難得楮。寄語兒孫須着力。毋忘老翁勤相託。</text>
<title>次洪進士禹敎崇烈祠宇歌韻</title>,<text>城下之盟至今耻。當時列郡無男兒。險川風雨皷聲死。公獨凜凜英䧺姿。但知有國不有身。䧺心直欲呑北夷。一死報君視如歸。不負平生素所期。我公忠勇自天性。奮跡初起龍蛇時。長驅黑齒勢莫遏。列鎭瓦解宗祊危。吾慶况是賊初程。不比衝風末力衰。公以草野一書生。投筆赴敵如啖飴。弱卒能抗方張賊。刮骨創心不疲。南遮北截任堡障。嶺海全安誰力支。自此公名動天闕。事登史筆功勒旗。柔兆之變公已老。公不自老人老之。誰識無踰老臣者。主將他日悔莫追。孤拳竟無用武地。血灑兇鋒吁可悲。雖然公死亦天意。輕重權衡顓頊司。遂使東方節義名。揭之龍山三尺碑。千秋萬古公不死。凜然如在崇烈祠。况公懿行不獨此。淸白堪爲百世師。氷蘖其心絶纖累。妻子不免寒與飢。身處脂膏亦不潤。鄙夫論公應謂癡。公在兒時已屹如。坦腹東床吾祖知。天生大才不偶爾。果然成就如此奇。全身保家自得計。背義忘讐人是誰。若使此輩見公祠。也應感激愧汗垂。高歌一曲髮如竹。廟前松栢風怒吹。</text>
<title>達城路中</title>,<text>百里十里長道。五月五日端午。行看渺渺靑山。坐息陰陰綠樹。蝴蝶隨風栩栩。羸驂落日遲遲。弄音溪上遊鳥。拍手路傍小兒。去去心中苦熱。時時夢裡吟詩。農歌一曲驚覺。行過前山不知。</text>
<title>端午</title>,<text>五月五日端午。一年一度良辰。白首悲吟獨我。綵絨遊戲何人。幽懷欝欝難抑。往事依依隔晨。借問泉臺此日。倘隨朋友諸親。</text>
<title>石氷庫 府伯趙公明謙時</title>,<text>石氷庫完且固。風雨不能傷。蟲鼠不能蠧。不朽不摧又不崩。一成之後無改措。可以省官府之工費。可以祛生民之弊痼。窿然月城頭。周回數十步。功勞却似役鬼傭。財力何曾煩征賦。幾年擬議猶未遑。一朝經始有餘裕。太守才且賢。採取民情籲。旁招遊手人。遠近爭應募。不煩箠楚令自行。役夫許許如雲聚。伐石南山山欲裂。虎豹驚散山靈懼。童車給繹去復來。隱隱轟轟聲滿路。積石白嵯峩。縱橫相抵捂。石工揮椎鑿。熛起生烟霧。是旹仲夏月。猶未畢農務。况値饑饉民未蘇。村中匍匐老翁姑。只是此役爲吾民。未敢㤪尤皆稱慕。逸道使民民亦樂。君子爲政超常度。石氷庫誰敢怒。</text>
