<title>丁未八月。夷山邑人來送于終浦驛。口號贈別。</title>,<text>邑子隨我來。送之終浦驛。臨分不忍分。相對淚雙滴。</text>
<title>次王勃秋夜長韻</title>,<text>秋夜長。殊未央。桂花蘭葉參差光。龍門鶴關入遠望。哀歌一曲塵飛梁。獨鴈叫羣向南翔。嚬蛾對影惜年芳。風捲羅幃月照廓。淚痕血點沾衣裳。碧梧雙鳳凰。綠水兩鴛鴦。覽物懷人增惋傷。十載相思隔兩鄕。深閨歲月忙。絶塞山川長。膏沐爲誰容。久拋臙脂香。</text>
<title>送灣尹兪萬初 命一 雙韻</title>,<text>君不見統軍亭高高百丈。魁奇絶特多異狀。複霤重檐畫軒敞。羅麗何年誰所創。遠望鶴野之空曠。近挹鴨水之蕩漾。鶻岳崔嵬簾外嶂。龍淵湛黑檻前漲。登臨恍歷牛斗傍。軒窓逈出飛鳥上。粉黛左右列成行。採蓮落梅迭淸唱。宇宙茫茫入俯仰。羽化快若登崑閬。况是西關一保障。控禦可扼天下吭。近來金繒竭帑藏。冠盖織路日相望。豈要詩酒恣跌踢。須令威信華夷暢。惟簡在心勞睿想。出羣誰是安危仗。兪侯氣岸何坦蕩。從知達施由窮養。立朝謇謇儘忠諒。直氣堂堂一何壯。朝議紛紜迷所向。君如砥柱撑高浪。遂輟從班主關防。朝出金門暮玉帳。文武才全誰與讓。牧民馭衆在弛張。淸白持身君所尙。杯酒失身君勿忘。政成化洽荷寵奬。增秩賜金安可量。我生於世若搥攩。喪戚年來添宿恙。千金屠龍藝已亢。三至那免百車謗。集菀棄枯今世㨾。竆巷何望子來訪。爲題別語寄悢悢。西望行塵倍怊悵。</text>
<title>次通亭先祖昭陽江韻。送春川府伯李東耉之行。</title>,<text>將軍氣槩陵雲烟。礌礌落落如靑天。宗胄自是河間後。兵流合在山西前。恥學書劒早投筆。剩向名途高着鞭。入典禁旅號禦營。出知大府名春川。春川素稱山水窟。水流㶁㶁山蒼然。一帶烟波橫素練。萬壑松聲奏管絃。退翁詩篇留在壁。息菴遺蹟今千年。北山白雲東閣梅。對此可以淸塵懷。粉黛左右列成行。訟庭無人長綠苔。此行望之若登仙。何如塵土空遲徊。祗今天下尙風塵。莫事遨頭但含盃。早樹功勳畵麒麟。坐令六合無塵埃。我今於世若贅疣。窮巷柴屝埋草萊。將軍視我眞顔色。枉駕慇懃慰索寞。擬耕昭陽江上田。長作昭陽江上客。</text>
<title>擬李太白把酒問月 課製</title>,<text>淸秋三五夜。美酒十千斗。靑天一片月。照我樽中酒。停盃把酒爲問之。月兮月兮知我否。虧而復盈沒而復出。爾能與天地長久。老不更少死不更生。人獨與草木同朽。爾與人也均是天地中之一物。人何不能與爾而爲偶。我今勸爾以一盃。我欲與爾成三友。爾能不虧而不沒。不知有晦朔。不知有卯酉。我亦不老而不死。不知有老少。不知有天壽。日復日兮夜復夜。千秋萬歲無相負。望舒御爾左。纖阿御我右。羲和爲爾夫。姮娥爲我婦。仍取玉兎所擣之神藥。分與下土均授受。又令吳質持斧斫桂樹。以充鍊藥之薪槱。遂令四海九州萬億兆蒼生。飮而服之薰骨而飫口。擧無夭與札。與我同壽耉。然後引斗杓之樽。酌沆瀣之酒。醉卧玄圃之顚崐崘之阜。嗚呼吾意止於此。月兮月兮。我言爾聽取。</text>
<title>次王維夷門歌 課製</title>,<text>周家天地如瓜分。強呑弱肉爭紛紛。當時豪俊大者誰。濁世翻翻信陵君。華堂置酒從車馬。虛左枉屈夷門下。抱關皷刀彼何人。富貴不驕貧賤者。竊符救趙效奇謀。知己之恩亦已酬。奈何千金付一刎。輕生重義信難求。</text>
<title>送諸葛丞相北征中原 課製</title>,<text>憶昔先皇困襄樊。公時龍卧南陽村。伊尹躬耕有莘野。太公垂釣磻溪源。抱膝長吟古梁甫。曳裾肯向諸侯門。管仲樂毅聊自比。元直德操爲弟昆。荊益都輸眼底看。雲夢盡入胷中呑。大夢先覺草堂睡。窓外遲遲春日暄。却將驅馳許先帝。爲感殷勤三顧恩。灑落君臣歡意密。飛騰戰伐名聲喧。赤壁東南大風起。㫌旗照夜天地掀。烈火燒空波赤血。舟師百萬斯須燔。大賢所爲愚不測。帝者之師道所存。被堅執銳關雲長。運籌論兵龐士元。自此神龍得雲雨。寧同蠢蠢泥中蚖。劒閣重關伯氣騰。杜宇山河王業尊。錦水光搖漳水波。嵋山色奪吳山根。便將玉壘作長安。欲挽銀河洗乾坤。大勳垂成十八九。乾文忽拆河魁垣。六飛東征孝直亡。大義未忍忘桃園。敗績逡廵天不助。陰風掣斷天王旙。永安宮中末命揚。寒日慘慘愁雲繁。六尺之孤公可托。天下之溺公可援。五月南征渡瀘水。盲風恠雨蠻江渾。七縱七擒昭德威。南夷讋服同南藩。欝欝安能久居此。神州極目烟塵昏。高光舊物那忍棄。赤帝炎運期再溫。國賊先除鄴下曹。援兵已結江東孫。鞠躬惟當死後已。前後兩表皆忠言。義旗東指動若一。十萬猛士如雲屯。畵戟連營白日寒。金鉦疊皷滄溟翻。木牛流馬勢逶迤。猛蛟突獸爭崩奔。出兵整肅不可當。斬木火井呼竆猿。叱咜一呼山岳摧。縱橫八陣風雷噴。金牛峽轉九折坂。玉樹宮連五丈原。渭水咸陽不日得。司馬仲達何足論。萬乘推轂鑿㐫門。千官送別瞻行軒。中原父老見漢儀。拭目相將收涕痕。也知此行計未小。臨別何須枉斷䰟。已見丕叡如鼎魚。坐令東吳爲圈豚。慷慨未得隨公去。吾輩碌碌如鉗髡。嗟哉丞相愼不踈。願言努力加盤飧。</text>
<title>鄭參判東溟 斗卿 挽</title>,<text>憶昔我自甲州迴。北溟路轉東溟隈。落日秋風望洋亭。登高望遠聊徘徊。乾端坤倪廓開豁。雪山銀屋高崔嵬。巨靈劈海山岳動。大魚跋浪天地回。旱澇何曾有損益。河伯自大誠足咍。天壤之間此㝡鉅。何物與之同恢恢。學海文瀾亦如此。潘江陸海俱壯哉。後來作者寂不聞。蹄涔灂水不盈盃。近世東溟鄭先生。詞源浩浩波濤堆。健筆如杠思若湧。恰似大海撑高桅。工部詩與洞庭爭。子長文自山川來。秋水長天子安麗。楚澤雲夢相如才。各以所長鳴於世。先生衆體無不該。岳老谿翁讓一頭。先生與之相磨鎚。其餘諸子捴紛紛。先生視之類輿儓。白衣西登統軍亭。靑油北上元帥㙜。海山雲烟困陵暴。醉後落筆驅風雷。豈惟倒流三峽水。直將屈注滄溟開。自號東溟良有以。世人安能得沿洄。文章不獨擅一時。氣岸亦可凌八垓。放浪形骸實土木。功名富貴同浮埃。大隱得非東方朔。佯狂或近南昌梅。小子平生蒙許與。附驥自幸鞭駑。况復敦睦義至高。先生視我如家孩。一夕三危荷巖譴。釋褐當年爲禍胎。靑門送我贈別語。燦燦墨花堆瓊瑰。千里存問十載間。淚眼枯盡連年縗。歸來拜公話疇昔。一塲悲歡難盡裁。韶顔白髮尙康強。門下自擬長追陪。文星忽落夜臺冷。玉樓半夜天書催。貳卿大耋豈不榮。達人觀化愚人欵。銓長文衡雨露深。瓊羞浻酌絲綸哀。篋裏淸詩如昨日。散帙幽吟膓欲摧。西州門外那忍過。池舘寂寂生蒼苔。夫人乃是吾宗姓。長逝先公三月纔。偕老之盟同穴約。地下之樂人間灾。忍聞薤歌聲咽咽。忍見蒿里高峗峗。絮酒炙鷄貧未具。此心耿耿焉能灰。作詩挽公留不得。淚痕血點垂兩腮。東海桑田有時變。先生大名天長地久無時頹。嗚呼先生大名天長地久無時頹。</text>
<title>堂弟禹卿。作窮達歌。要余和之。次其韻以贈之。</title>,<text>我過卿相權貴家。厚棟大梁何其奢。一朝丘墟生蔓草。無復昔日之豪華。君子所以愼所居。天道由來有盈虛。得意洋洋縱壑鱗。失志戢戢涸轍魚。當時自致極富貴。榮顯煥赩有如彼。此日火冷灰亦滅。幽囚僇辱還如此。豈皆國忠之貪虐。亦豈商鞅之慘刻。秪緣競貪富貴榮。不知人間貧賤樂。貧賤雖苦永無灾。一時富貴何足誇。文繡膏粱我不願。蔬食飮水君莫嗟。</text>
<title>李諫議仲羽 䎘 出宰玉山。趙中丞嶷望 世煥 出宰鐵城。同日辭陛發行。爲題一篇長勾以送行。</title>,<text>君不見涔城李諫議。妙年歷落靑雲器。八諫臣中倡大論。直氣凜凜橫天地。湖西嶺南繼按節。蔽芾甘棠詠勿伐。君不見嘉林趙中丞。朱絃之直氷壺澄。哦詩往往有奇作。譏切還爲時所憎。平生幾分漢庭竹。憂國憂民素所蓄。邇年浮湛田野間。吁嗟行路何其難。閒中豈無日邊夢。樂行憂違心自寬。火烈崐岡玉石灰。讒鋒謗矢紛如攢。昨聞趙侯令鐵城。俄見李公宰玉山。玉山卑陬尙忍言。鐵城瘴癘難具論。親朋送之共歎惜。仰視白日浮雲昏。嗚呼時命何偪側。後視今猶今視昔。淮陽曾屈社稷臣。江都亦黜天人學。吾君聖明異漢武。余日望之中道悟。嗚呼二人得置君側否。百里終非大賢路。</text>
<title>李公直 敬秀 作刺玄鳥長篇見示。改刺爲哀。和其韻却寄。</title>,<text>昔在隆古大猷年。雨不霪霖風不顚。一元均和六氣順。四序無相奪其權。魚鱉潛躍安於水。鳥獸孶尾安於巓。民無凍餒物無瘥。四海均蒙仁化宣。自是羣動禀亭毒。形有大小色黃玄。寒而蟄伏暖而出。走者囷蠢飛者翩。時之治亂物盛衰。往古來今同後前。叔季歸來大化息。人妖物怪無竆邊。我王手把天地戶。運値河淸年一千。雨暘寒燠以時叙。下順民心上格天。百工相和日月華。詞臣獻頌筆如椽。况復賢能日登庸。爕理台堦翊戴全。奈何天心不悔禍。玉食靡甘勤御筵。恒寒歲易洪範書。肅霜節乖豳風篇。凉秋變作朔吹緊。涸陽沍陰時候愆。于飛燕燕㝡㥘寒。幺麽性命甘徒捐。投烟擲竈不暇擇。連行接翼如魚編。弱翅幽憂霜氣逼。踈翎不耐風威纏。却羡水禽蘆葦林。還思野雀蓬蒿田。凍死誰憐紇干頭。欲淹晷刻嗟無緣。庇汝有意爲覆苫。活汝無力能周旋。大火纔流金尙柔。豈知霜威遽折綿。避寒曾追塞北鴈。催歸未逐巴西鵑。棲林莫學一枝鷯。網空難化千蚨錢。呢喃聲斷王謝堂。翩翾影絶商人肩。焚巢禍慘吳宮火。履霜戒昧坤氷堅。莫是天公故戕汝。禽鳥誰謂得氣先。烏衣國裏寶墨殿。玄冠皁袍堪蹁躚。不知天上時序變。不識人間奇禍偏。前有梅成後王榭。玉人金舘酣遊專。廣野寧有鷹準猜。樂國長爲羽衣仙。飛去飛來閒自在。天灾人禍何有焉。不須啄蟲食自饒。不須啣泥居自便。一往一來乃天性。無競無忤爲人憐。始知物性固莫奪。何異淵魚與天鳶。偏令思婦離䰟惱。幾多騷人詩興牽。畵棟朝飛拂舞袖。雕樑晩語和琴絃。性旣馴良極無害。况又受氣於坤乾。行有定偶如雎鳩。詠歎宜入風人傳。頡之頏之羽差池。涏涏聲淸圓。毛羽不足餙衣裘。肉味不足登豆籩。可憐無知又無罪。連羣聚族坑坎塡。豈但仁人所惻爾。解敎童孺皆慘然。吾友李君見之哀。作詩贈我勤槧鉛。若使朝廷採其言。庶期邦家基命延。君王聖明應更惕。廟堂恬憘應有悛。微禽殲盡尙不忍。忍見赤子之顚連。緩急輕重固有分。先人後物宜愼旃。卽今天怒沴氣騰。兩曜六緯皆失躔。流離載塗殍在野。以致國步斯迍邅。斜科急斂甚於虎。如水益深火益燃。若天授時由主聖。贊化調元由相賢。勉勉裁成造化權。慄慄宵旰恒憂煎。民生自感惠澤深。天意下假誠心虔。陰沴消盡陽德盛。平分寒暑相推遷。民安物阜躋壽域。化雨恩風遍八埏。我讀君詩三歎息。傑勾殆將六十聯。此是當今經濟術。安得大書宮門懸。可比仲舒天人策。不啻字重靑瑤鐫。</text>
<title>李公直作不讀書歎。拈一書字爲韻。演爲長篇寄示。余反其意而和之。准其句數。奉呈博粲。</title>,<text>君莫歎不讀書。何用年年苦讀書。君雖能好讀書。安能盡讀萬古書。有口讀書口易燥。何必焦吻長讀書。有眼看書眼易眯。何必揩眸長讀書。吾道之統自伏羲。伏羲以前未有書。但聞炎帝甞百草。但聞黃帝造曆書。堯舜恭己化無爲。豈甞勞神於讀書。大禹兒啼不窺家。亦豈焦思於讀書。湯囚夏㙜文羑里。幽憂欝悒何暇書。尹耕莘野說築巖。樂道囂囂不在書。武有天下一戎衣。聡明作后豈待書。周公制作一部禮。太公謀猷六韜書。槩知聖人生知姿。雖不讀書自有書。天縱大聖又多能。雅言執禮與詩書。轍環諸國席不暖。晩乃述禮刪詩書。胷中自是一大易。系以彖象十翼書。筆削春秋止獲麟。大書特書不一書。韋編三絶吾未信。盡信不如元無書。未聞曾思多讀書。只有庸學一編書。鄒聖難疑作七篇。亦未聞其甞讀書。濂洛關閩諸大賢。何嘗屑屑徒讀書。沉潛反覆通大義。發揮訓釋經傳書。顯微闡幽太極圖。內聖外王經世書。性命備論正蒙篇。義理昭晰程朱書。達則行道以濟世。竆則明道以著書。聖賢以道殉其身。尙友古人黃卷書。肯效應擧俗子輩。終日唔咿空讀書。吾觀自古文章士。竆餓挫揠皆由書。子長空被蠶室刑。謾勞龍門誦古書。子雲竟投天祿閣。徒爾閉關識奇書。太白溺死采石江。浪讀匡山十年書。子美餓死耒陽縣。枉殺讀破萬卷書。孝標之窮淫於書。張籍之盲癖於書。囊螢映雪渾無賴。島瘦郊寒皆坐書。古來文士例寒餓。枵腹徒然浪讀書。試看明經科第人。恒讀三經與四書。百遍千遍至萬遍。不問大註小註書。誦如氷瓢與坂丸。聽之可謂多讀書。口徒能誦羣聖書。心不能辨一字書。旣不能寫一片簡。矧可能製一篇書。心口相背讀奚益。人自人兮書自書。嗚呼吾意固有在。非謂平生專廢書。靜几明窓凈無塵。端坐焚香看古書。潛心翫味理會得。可見古人所爲書。優游厭飫忽有透。聖賢之書乃吾書。况復年衰精力短。日日安能長讀書。口沫手顫秪自勞。弊精刓神何有書。我今年已滿六旬。對案欠伸厭見書。老眼當晝眩生花。燈下其能讀古書。坐時常少卧常多。體倦神疲輒掩書。老年所讀盡忘失。時或粗記少讀書。兒時不讀不解書。少時不讀不成書。旣老雖讀儘無效。不如怡神休讀書。興至看書亦有味。君莫歎不讀書。</text>
<title>堂弟禹卿次杜甫曲江三章韻寄示。和其韻酬之。</title>,<text>吾家令弟才思高。有如瑞錦與秋濤。更兼超宗有鳳毛。吾祖文章繼者誰。盍勉旃哉嗟爾曹。士之寒餓今猶古。憐君落拓在草莾。時耶命耶皆關數。請看東海鷹揚老。畢竟蛟龍得雲雨。流行坎止只任天。早宜歸耕江上田。胡爲汩沒風塵邊。軒冕山林各有分。濁醪麤飯送餘年。</text>
<title>擬反招隱詞次韻 課製</title>,<text>維山之中。碧洞香風嵐氣濛。日携溪友園翁。不知人世有春冬。惟意自適。其樂不可竆。倚筇尋春。葉底殘紅。投竿釣月。石澗飛淙。芝草琅玗欝蒨䓗。閒來吟繞樹。倦極暝據桐。塵事少世慮空。猿鶴盟堅期始終。軒冕雖榮。難與此樂同。</text>
<title>次荀卿佹詩 課製</title>,<text>天下大亂。請和佹詩。寒暑失序。日月失鄕。稼穡卒痒。天地晦盲。闒茸顯庸。俊喆退藏。奊眞傝㒎。歋𣤔縱橫。墨杘偊旅。揚揚哄堂。忠讜正直。罹困讒兵。匽薄臠卷。壽亦不將。稱娖謂弱。摟羅謂強。磨兜穪訥。䖃苴稱英。蝎虎嘲龍。部葦哂鳳。棼棼逿墜。莫之能匡。曖曖乎其曷之明也。蚩蚩乎其以妖而爲祥也。揠乎其已矣。道不行也。倀乎其無相之盲也。邦運舃赫。休無疆也。無往不復。理之常也。親賢樂利。民不忘也。墊溺塗炭。誰相將矣。暴情抒素。系之以辭。其小歌也。相維時矣。沴氣塞矣。坐塚卧屍。侁侁衍矣。闂鹿闌羊。駓駓般矣。眇余遐撟。潔余佩也。紉仁服義。與世異也。名途利津。絶無媒也。屈志苟進。非所喜也。嗚呼羣坌翳明。衆哇惑聦。達不爲吉。窮不爲㐫。已矣斯世。靡所與同。</text>
